term	estimate	std.error	statistic	p.value	conf.low	conf.high
intercept213	1.9431770143125404	0.030930426445151833	62.82412619684791	0	1.8825544924535775	2.003799536171503
intercept214	1.9581741397227996	0.031044737735308997	63.075879603764655	0	1.8973275718521025	2.019020707593497
intercept215	1.7729482458608712	0.032630818567427035	54.33355103235676	0	1.7089930166826532	1.8369034750390891
intercept216	2.8034438574457656	0.029038088277330985	96.54367844987632	0	2.7465302502423024	2.860357464649229
intercept217	3.2541397675816555	0.0328492682882773	99.0627778684172	0	3.1897563848181383	3.3185231503451726
intercept218	2.733484890809435	0.030318671321359767	90.15846577958946	0	2.6740613869604624	2.7929083946584075
intercept219	0.9687480954020155	0.035489224367742225	27.296964435282355	5.548792883351145e-163	0.8991904938019795	1.0383056970020514
intercept220	1.8598525818679923	0.03465293076321583	53.6708596042396	0	1.7919340856133292	1.9277710781226554
intercept221	1.0805335596324472	0.030541458464844247	35.37923903916478	3.798117406598756e-271	1.0206734010060265	1.140393718258868
intercept222	-1.057209690016848	0.028831052440324124	-36.669132776374035	7.008403211140033e-291	-1.1137175144362688	-1.0007018655974271
intercept223	0.18502977186045289	0.030401417753606188	6.086221812418759	1.1636191627941127e-9	0.1254440879844282	0.24461545573647758
intercept224	-0.8203603435918189	0.029799385081868898	-27.529438655798234	1.0230390232843757e-165	-0.878766065113722	-0.7619546220699157
intercept225	-1.798933346540184	0.032186091692470754	-55.8916367892224	0	-1.8620169270605305	-1.7358497660198375
intercept226	-2.218738296292236	0.03139601993797737	-70.66941289613585	0	-2.2802733646285733	-2.157203227955899
intercept227	-2.0880161111660214	0.03245922920647905	-64.32734732805181	0	-2.151635031376651	-2.024397190955392
intercept228	-2.1773478950199316	0.030221920243649503	-72.04531933994019	0	-2.2365817702411266	-2.1181140197987367
intercept229	-1.064526344694226	0.028963190536710957	-36.75445712187456	3.284996898382341e-292	-1.1212931550235508	-1.007759534364901
intercept230	-0.1184244051523185	0.03017203504835783	-3.924972411125579	8.684435411479575e-5	-0.17756050718738006	-0.059288303117256934
intercept231	0.13967761108378188	0.045542315790940216	3.0669852566339655	0.002163336521128534	0.050416312360989285	0.22893890980657447
intercept232	1.0674711827237837	0.05129400061208589	20.81083888926118	8.040306917677804e-96	0.9669367889011199	1.1680055765464474
intercept233	0.9445503859745761	0.047254137196843	19.988734151253965	1.418153055731616e-88	0.8519339789482493	1.0371667930009028
intercept234	1.5652501311896074	0.04313296312606881	36.28895438077607	5.3935174015426166e-285	1.4807110769160183	1.6497891854631965
intercept235	2.4892002612603217	0.04570397183681379	54.46354356571068	0	2.399622122509734	2.5787784000109095
